image,plates_detected,best_yolo_confidence,plate_text,ocr_confidence,status
Cars319.png,1,0.8326,FALLYOU,0.9895,SUCCESS
Cars32.png,1,0.8025,CANISA,0.5602,SUCCESS
Cars320.png,1,0.8367,2662,1.0,SUCCESS
Cars321.png,1,0.8035,MO40,0.0334,SUCCESS
Cars322.png,1,0.805,700,1.0,SUCCESS
Cars323.png,1,0.885,TN99F2378,0.9998,SUCCESS
Cars324.png,1,0.7375,VI2LAF,0.9409,SUCCESS
Cars325.png,1,0.7197,,0,OCR_FAILED
Cars326.png,1,0.804,4850,1.0,SUCCESS
Cars327.png,1,0.818,PGONN112,0.2318,SUCCESS
Cars33.png,1,0.9217,AND,0.9223,SUCCESS
Cars330.png,4,0.8232,L5G800,0.0638,SUCCESS
Cars332.png,1,0.8699,DZI7YXR,0.9774,SUCCESS
Cars333.png,1,0.8791,MH20EJ0364,0.9985,SUCCESS
Cars334.png,1,0.7556,E8JOLA,0.6741,SUCCESS
Cars335.png,1,0.8749,INOTACOPF,0.1532,SUCCESS
Cars336.png,1,0.804,4850,1.0,SUCCESS
Cars337.png,2,0.4707,,0,OCR_FAILED
Cars338.png,2,0.4657,,0,OCR_FAILED
Cars339.png,1,0.7869,QPLATECOH,0.5986,SUCCESS
Cars34.png,1,0.8238,DL7CN5617,0.8362,SUCCESS
Cars340.png,1,0.7227,NXSJFUL,0.1236,SUCCESS
Cars341.png,1,0.797,TS,0.9924,SUCCESS
Cars342.png,1,0.8025,CANISA,0.5602,SUCCESS
Cars344.png,1,0.775,GOOGLE,0.9939,SUCCESS
Cars347.png,2,0.6732,,0,OCR_FAILED
Cars348.png,1,0.8124,EAB00OL,0.5485,SUCCESS
Cars35.png,1,0.7171,UOT,0.221,SUCCESS
Cars350.png,1,0.7078,F02,0.2046,SUCCESS
Cars351.png,1,0.8198,TEXAS,0.9202,SUCCESS
Cars352.png,4,0.7552,,0,OCR_FAILED
Cars353.png,1,0.7997,3380,1.0,SUCCESS
Cars354.png,1,0.7235,,0,OCR_FAILED
Cars355.png,1,0.8789,BKTP4665,0.7236,SUCCESS
Cars356.png,1,0.8674,BSMARTZ,0.6646,SUCCESS
Cars358.png,2,0.8204,P262FDX,0.9665,SUCCESS
Cars359.png,1,0.7831,BERE,0.1165,SUCCESS
Cars36.png,1,0.8533,MIDLYPH,0.9894,SUCCESS
Cars360.png,1,0.7353,IXO3,0.2541,SUCCESS
Cars362.png,4,0.5322,,0,OCR_FAILED
Cars363.png,1,0.8686,MAAAG,0.2184,SUCCESS
Cars365.png,1,0.8143,TN21BZ0768,0.9828,SUCCESS
Cars366.png,1,0.8169,20,0.9994,SUCCESS
Cars367.png,1,0.775,GOOGLE,0.9939,SUCCESS
Cars368.png,1,0.7764,13,0.8914,SUCCESS
Cars369.png,1,0.8055,15HLK10898,0.5265,SUCCESS
Cars37.png,1,0.8456,FAST,0.9897,SUCCESS
Cars370.png,1,0.8239,CHO1ANOOOI,0.536,SUCCESS
Cars371.png,1,0.7619,220,0.1962,SUCCESS
Cars372.png,1,0.8276,HRZGCE1L85,0.5296,SUCCESS
Cars373.png,1,0.7929,TN21BC6225,0.6848,SUCCESS
Cars375.png,1,0.8507,1A26,0.6344,SUCCESS
Cars376.png,1,0.8281,B2228HM,0.9976,SUCCESS
Cars377.png,1,0.8038,BYHAI136,0.115,SUCCESS
Cars379.png,1,0.8835,IKD,0.8754,SUCCESS
Cars38.png,1,0.8617,OHGBCKY,0.9522,SUCCESS
Cars380.png,1,0.6367,MBK,0.1492,SUCCESS
Cars381.png,1,0.8293,22089563,0.4872,SUCCESS
Cars383.png,1,0.7561,,0,OCR_FAILED
Cars388.png,1,0.8512,0,0.9066,SUCCESS
Cars389.png,1,0.82,AB,0.9999,SUCCESS
Cars39.png,1,0.8313,HH15BD8877,0.7017,SUCCESS
Cars390.png,2,0.8126,139,0.4063,SUCCESS
Cars391.png,1,0.8384,BKHLA324,0.6242,SUCCESS
Cars392.png,1,0.8172,649,0.7204,SUCCESS
Cars393.png,1,0.8261,M,0.9991,SUCCESS
Cars394.png,1,0.7502,MH12MR061J,0.4176,SUCCESS
Cars395.png,1,0.8171,ICYAKSY,0.3911,SUCCESS
Cars396.png,1,0.8506,EREAP3RI,0.7551,SUCCESS
Cars397.png,1,0.8596,9214,0.9996,SUCCESS
Cars398.png,1,0.7825,MMN,0.9252,SUCCESS
Cars399.png,1,0.9217,AND,0.9223,SUCCESS
Cars4.png,1,0.9765,PUI8BES,0.9966,SUCCESS
Cars40.png,1,0.8068,F1232,0.7734,SUCCESS
Cars400.png,1,0.6789,189VSM,0.1916,SUCCESS
Cars401.png,1,0.793,HR26BC5514,0.9132,SUCCESS
Cars402.png,1,0.8321,JU,0.9994,SUCCESS
Cars403.png,2,0.7401,,0,OCR_FAILED
Cars404.png,1,0.8444,BHR,0.4148,SUCCESS
Cars405.png,1,0.687,0IC3687,0.0646,SUCCESS
Cars406.png,1,0.8616,12685,0.3271,SUCCESS
Cars407.png,1,0.6985,,0,OCR_FAILED
Cars409.png,1,0.6945,RK9ZZAF,0.3695,SUCCESS
Cars41.png,1,0.8131,XNIZDBG,0.5481,SUCCESS
Cars410.png,1,0.9182,VIRGINIA,0.9993,SUCCESS
Cars411.png,1,0.8788,VIPER,1.0,SUCCESS
Cars413.png,2,0.795,8544,0.9282,SUCCESS
Cars414.png,1,0.8321,DRUNK,0.5953,SUCCESS
Cars415.png,1,0.8053,MH1ZNE8922,0.7538,SUCCESS
Cars416.png,1,0.7937,172,0.9984,SUCCESS
Cars417.png,1,0.8503,M,0.9998,SUCCESS
Cars418.png,1,0.9217,AND,0.9223,SUCCESS
Cars419.png,1,0.8835,IKD,0.8754,SUCCESS
Cars42.png,1,0.8038,BYHAI136,0.115,SUCCESS
Cars420.png,1,0.7752,SKIPGAS,0.9898,SUCCESS
Cars421.png,1,0.5925,,0,OCR_FAILED
Cars422.png,1,0.8894,MH,0.7909,SUCCESS
Cars423.png,1,0.8065,P3RVP,0.9568,SUCCESS
Cars424.png,1,0.9173,KA03,0.9999,SUCCESS
Cars425.png,1,0.7733,6526JHD,0.8464,SUCCESS
Cars426.png,2,0.8512,CRAIG,0.998,SUCCESS
Cars427.png,1,0.8749,01CCIAQ001,0.4385,SUCCESS
Cars43.png,1,0.8169,20,0.9994,SUCCESS
Cars430.png,1,0.8537,BCG,0.9193,SUCCESS
Cars431.png,1,0.9232,KL,0.9995,SUCCESS
Cars432.png,1,0.7919,DL49AK49,0.99,SUCCESS
Cars44.png,1,0.9728,IND,0.9999,SUCCESS
Cars45.png,1,0.8429,JIHGROOT,0.2527,SUCCESS
Cars46.png,1,0.8835,IKD,0.8754,SUCCESS
Cars47.png,2,0.8126,139,0.4063,SUCCESS
Cars49.png,1,0.7044,M028,0.0171,SUCCESS
Cars5.png,3,0.3408,,0,OCR_FAILED
Cars51.png,1,0.7171,YESB0SS,0.4871,SUCCESS
Cars52.png,1,0.8313,HH15BD8877,0.7017,SUCCESS
Cars53.png,1,0.831,CHIOOSE,0.9713,SUCCESS
Cars54.png,1,0.8282,LTM378,0.9988,SUCCESS
Cars55.png,1,0.8596,9214,0.9996,SUCCESS
Cars56.png,1,0.9232,KL,0.9995,SUCCESS
Cars57.png,1,0.8384,BKHLA324,0.6242,SUCCESS
Cars60.png,1,0.9431,OS,0.424,SUCCESS
Cars61.png,1,0.7825,MMN,0.9252,SUCCESS
Cars62.png,1,0.8873,KATTUP,0.51,SUCCESS
Cars63.png,1,0.7341,BI6,0.452,SUCCESS
Cars64.png,1,0.5894,TAXL,0.4034,SUCCESS
Cars65.png,1,0.8697,ORINNIE,0.3919,SUCCESS
Cars66.png,1,0.8596,9214,0.9996,SUCCESS
Cars67.png,1,0.7032,MA4BN7077,0.7323,SUCCESS
Cars68.png,1,0.831,0U8216,0.3188,SUCCESS
Cars7.png,1,0.7336,213,0.9999,SUCCESS
Cars70.png,1,0.7875,F41SG,0.0772,SUCCESS
Cars71.png,2,0.7522,,0,OCR_FAILED
Cars72.png,1,0.8238,DL7CN5617,0.8362,SUCCESS
Cars73.png,1,0.885,TN99F2378,0.9998,SUCCESS
Cars75.png,0,0,,0,NO_PLATE
Cars76.png,1,0.8841,EA,0.9999,SUCCESS
Cars77.png,1,0.8125,HR26CU6799,0.8603,SUCCESS
Cars78.png,1,0.8272,KL5442670,0.6033,SUCCESS
Cars79.png,1,0.861,LGETOIL,0.6164,SUCCESS
Cars82.png,1,0.84,UP16TCIJOO,0.26,SUCCESS
Cars83.png,1,0.8293,NEVADN,0.2689,SUCCESS
Cars84.png,1,0.7569,HR26BC5514,0.9864,SUCCESS
Cars85.png,2,0.7655,,0,OCR_FAILED
Cars86.png,1,0.7814,NH140X9937,0.5565,SUCCESS
Cars87.png,2,0.8333,USLAS,0.2612,SUCCESS
Cars88.png,1,0.7803,GS,0.4542,SUCCESS
Cars9.png,1,0.8291,MHO1478866,0.7791,SUCCESS
Cars90.png,1,0.6161,,0,OCR_FAILED
Cars91.png,1,0.7044,M028,0.0171,SUCCESS
Cars92.png,1,0.8453,IA,0.81,SUCCESS
Cars93.png,2,0.8087,,0,OCR_FAILED
Cars94.png,1,0.878,NBEYOND,0.9991,SUCCESS
Cars95.png,1,0.8453,IA,0.81,SUCCESS
Cars96.png,1,0.818,PGONN112,0.2318,SUCCESS
Cars97.png,1,0.903,KA,1.0,SUCCESS
Cars98.png,2,0.8915,VIORRY,0.2988,SUCCESS
Cars99.png,1,0.8367,2662,1.0,SUCCESS
N1.jpeg,1,0.7586,77ZFK8,0.999,SUCCESS
N100.jpeg,1,0.8682,HR26CT4063,0.7007,SUCCESS
N103.jpeg,1,0.7938,GP,0.9997,SUCCESS
N104.jpeg,1,0.8029,947,1.0,SUCCESS
N105.jpeg,1,0.7611,MH15TC554,0.8028,SUCCESS
N106.jpeg,1,0.8523,KL45LL55,0.8599,SUCCESS
N107.jpeg,1,0.5939,AU585,0.9964,SUCCESS
N108.jpeg,1,0.8404,KL1QA2111,0.7529,SUCCESS
N11.jpeg,1,0.8122,N28260,0.3447,SUCCESS
N110.jpeg,1,0.737,LH2OCS4938,0.3254,SUCCESS
N111.jpeg,1,0.8299,TNO7BV52O0,0.4174,SUCCESS
N114.jpeg,2,0.5377,BA,1.0,SUCCESS
N117.jpeg,1,0.85,9A01515,0.5614,SUCCESS
N118.jpeg,1,0.7824,CZ,0.9998,SUCCESS
N119.jpeg,2,0.9703,99,1.0,SUCCESS
N12.jpeg,1,0.7511,7XFT96,0.7891,SUCCESS
N121.jpeg,1,0.8162,IS08FM8888,0.9079,SUCCESS
N122.jpeg,1,0.8813,ND,0.952,SUCCESS
N123.jpeg,4,0.9605,ND,0.9887,SUCCESS
N124.jpeg,1,0.8198,KLEOK7361,0.1667,SUCCESS
N127.jpeg,1,0.8531,HR26DA2330,0.987,SUCCESS
N128.jpeg,1,0.8178,KLOIKLUKLOI,0.3834,SUCCESS
N130.jpeg,1,0.7438,B,0.941,SUCCESS
N131.jpeg,1,0.8476,UP168C1366,0.325,SUCCESS
N132.jpeg,2,0.8437,06,1.0,SUCCESS
N133.jpeg,1,0.7528,KA51AA3469,0.9562,SUCCESS
N134.jpeg,1,0.7725,AR02BP2454,0.6656,SUCCESS
N137.jpeg,1,0.8453,MI2OBN3525,0.7558,SUCCESS
N138.jpeg,1,0.9889,D,0.997,SUCCESS
N139.jpeg,1,0.8062,KL54H369,0.8707,SUCCESS
N14.jpeg,1,0.7743,NL,0.9996,SUCCESS
N140.jpeg,1,0.7912,IOZLF3339,0.274,SUCCESS
N141.jpeg,1,0.8725,HR99EXOTEMPJ6037,0.6105,SUCCESS
N142.jpeg,1,0.852,ITNZLAH1L13,0.496,SUCCESS
N144.jpeg,1,0.8159,IND,0.9813,SUCCESS
N145.jpeg,1,0.8664,50,1.0,SUCCESS
N147.jpeg,1,0.8222,GA08M5677,0.9904,SUCCESS
N149.jpeg,1,0.8079,MHZOBY3665,0.6389,SUCCESS
N15.jpeg,1,0.8632,NL,0.9997,SUCCESS
N150.jpeg,1,0.8467,IND,0.9844,SUCCESS
N151.jpeg,1,0.852,KLOZBFSOOO,0.6775,SUCCESS
N152.jpeg,1,0.9175,6662,1.0,SUCCESS
N153.jpeg,1,0.8694,2959,0.9994,SUCCESS
N154.jpeg,1,0.836,MH2ODJ0419,0.6269,SUCCESS
N155.jpeg,1,0.8928,HR26CT6702,0.9994,SUCCESS
N156.jpeg,1,0.8084,WKZUTC830,0.1413,SUCCESS
N158.jpeg,1,0.7795,KA51MJ2143,0.9906,SUCCESS
N16.jpeg,2,0.7676,NL,0.9843,SUCCESS
N160.jpeg,2,0.8465,KA01,0.9945,SUCCESS
N162.jpeg,1,0.8563,KL09,0.5007,SUCCESS
N164.jpeg,1,0.8441,VO,0.7631,SUCCESS
N165.jpeg,1,0.8421,HHZOCS9817,0.5934,SUCCESS
N167.jpeg,1,0.9089,AV,0.9999,SUCCESS
N168.jpeg,1,0.7945,MHOBBS7778,0.5307,SUCCESS
N169.jpeg,1,0.8738,IND,1.0,SUCCESS
N17.jpeg,2,0.7342,8SHG12,0.9904,SUCCESS
N170.jpeg,1,0.7839,HR26,0.9597,SUCCESS
N172.jpeg,1,0.845,KLIOAV6633,0.8149,SUCCESS
N173.jpeg,4,0.8812,583,1.0,SUCCESS
N174.jpeg,1,0.8732,KL10AV6633,0.8889,SUCCESS
N176.jpeg,1,0.803,MH14ICF460,0.8155,SUCCESS
N178.jpeg,1,0.816,CP,0.9997,SUCCESS
N179.jpeg,1,0.7692,AP20M3107,0.4661,SUCCESS
N18.jpeg,1,0.6933,GS084V,0.9999,SUCCESS
N183.jpeg,1,0.828,MH20EE7601,0.8559,SUCCESS
N185.jpeg,1,0.8382,MHD3BS7778,0.4014,SUCCESS
N186.jpeg,1,0.7851,AF6363,0.9976,SUCCESS
N187.jpeg,1,0.8554,IND,0.9996,SUCCESS
N188.jpeg,1,0.6961,GB9320,0.4279,SUCCESS
N189.jpeg,1,0.9122,TN7LAL5074,0.7636,SUCCESS
N190.jpeg,1,0.8559,KA,0.9952,SUCCESS
N191.jpeg,1,0.8863,9239,1.0,SUCCESS
N192.jpeg,1,0.788,KL53E964,0.9953,SUCCESS
N193.jpeg,1,0.8337,12,1.0,SUCCESS
N195.jpeg,1,0.7685,TN,0.9966,SUCCESS
N196.jpeg,1,0.8334,TN45BA1065,0.4513,SUCCESS
N197.jpeg,1,0.8265,04,0.9992,SUCCESS
N198.jpeg,1,0.8236,KLO7B8599,0.35,SUCCESS
N2.jpeg,1,0.8431,NL,0.9999,SUCCESS
N20.jpeg,1,0.731,JP5481,0.6992,SUCCESS
N200.jpeg,1,0.9077,KLO1KLKLO1,0.9487,SUCCESS
N201.jpeg,1,0.8202,HR26BR9044,0.6861,SUCCESS
N202.jpeg,1,0.8705,MHH14EH79587,0.3244,SUCCESS
N203.jpeg,1,0.8216,UP16TC2805,0.998,SUCCESS
N204.jpeg,1,0.8809,KL13AA6340,0.744,SUCCESS
N205.jpeg,1,0.8451,MH20EE7598,0.9599,SUCCESS
N206.jpeg,1,0.8311,HR26CR3302,0.9954,SUCCESS
N208.jpeg,1,0.8676,MHF14TCDF204,0.3015,SUCCESS
N209.jpeg,1,0.8487,KL2SB2001,0.897,SUCCESS
N21.jpeg,1,0.823,56ZFDL,0.9993,SUCCESS
N210.jpeg,1,0.8517,KA197R6021201042011,0.3524,SUCCESS
N211.jpeg,1,0.8416,R12714IB,0.3107,SUCCESS
N215.jpeg,1,0.8175,02,1.0,SUCCESS
N216.jpeg,1,0.8551,KL,1.0,SUCCESS
N217.jpeg,1,0.8509,MHH14EH79587,0.3399,SUCCESS
N218.jpeg,1,0.8185,MMH20CS1941,0.4769,SUCCESS
N22.jpeg,1,0.7425,TPGRS,0.06,SUCCESS
N220.jpeg,1,0.8522,MH2BN3525,0.8196,SUCCESS
N221.jpeg,1,0.8514,HR26DA0471,0.9964,SUCCESS
N222.jpeg,1,0.8593,KA21,0.9179,SUCCESS
N224.jpeg,1,0.829,MHO1478866,0.7125,SUCCESS
